,Sample ID,comments 1,comments 2,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,Sampling Location (Cambridgesamples),Continent,Language,Latitude,Longitude,source,chip,wikidata,uncertaintu
1420,SB003,,,Brahmins_TN,Brahmins,,Tamil Nadu,India,,South Asia,INDO-EUROPEAN,,,Metspalu_et_al_2011,610k,,
1421,A105,,,Meena,Rajasthan,,Rajasthan,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1422,D442,,,Meghawal,Rajasthan,,Rajasthan,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1423,195,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1424,198,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1425,201,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1426,199e,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1427,204e,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1428,208e,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1429,209e,,,Kshatriya,Kshatriya,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1430,MV003,,,Muslim,Muslim,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1431,MV009,,,Muslim,Muslim,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1432,MV012,,,Muslim,Muslim,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1433,MV013,,,Muslim,Muslim,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1434,MV015,,,Muslim,Muslim,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1435,A253,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1436,A259,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1437,A260,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1438,A261,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1439,A266,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1440,A268,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1441,evo_40,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1442,evo_41,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1443,evo_42,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1444,evo_43,,,Chamar,Chamar,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1445,DH001,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1446,HA023,2nd degree relative toevo_37,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1447,HA029,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1448,HA030,1st degre relative to HA39,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1449,HA037,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1450,HA038,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1451,HA039,2nd degree relative to HA041,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1452,HA040,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1453,HA041,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1454,HA042,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1455,HA045,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1456,HA048,,,Dharkars,Dharkars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1457,A386,,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1458,A387,1st degree relative to A388,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1459,A388,1st degree relative to A387,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1460,A392,2nd degree relative to A395,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1461,A393,1st degree relative to A394 and A395,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1462,A394,1st degree relative to A393 and A395,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1463,A395,1st degree relative to A393,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1464,A396,,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1465,A397,,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1466,D494,,,Dusadh,Dusadh,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1467,A141,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1468,A143,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1469,evo_32,1st degree relative to 321e,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1470,evo_33,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1471,evo_34,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1472,evo_35,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1473,evo_36,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1474,evo_37,2nd degree relative to HA023,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1475,evo_38,,,Kanjars,Kanjars,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1476,288,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1477,290,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1478,298,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1479,306,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1480,314,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1481,319,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1482,323,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1483,332,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1484,296e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1485,308e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1486,309e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1487,310e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1488,321e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1489,328e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1490,330e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1491,335e,,,Kol,Kol,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1492,evo_10,,,Kurmi,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1493,Z217,,,UP_Low_Caste,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1494,Z218,,,UP_Low_Caste,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1495,Z220,,,UP_Low_Caste,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1496,Z224,,,UP_Low_Caste,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1497,Z225,,,UP_Low_Caste,UP_Low_Caste,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1498,D254,,,Tharus,Tharus,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1499,D260,,,Tharus,Tharus,,Uttar Pradesh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1500,Bengali1,,ID_CHANGED,Bengali,Central_India_mix,,Jharkhand,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1501,D201,,,Bhunjia,Central_India_mix,,Chattisgarh,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1502,ORI23,,,Dhurwa,Central_India_mix,,Orissa,India,,South Asia,Indo-European/Indo-Iranian/Indo-Aryan,,,Metspalu_et_al_2011,650k,,
1503,G53,,,Gond,Central_India_mix,,Madhya Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,650k,,
1504,GONC1,,,Gond,Central_India_mix,,Chattisgarh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1505,GONC5,,,Gond,Central_India_mix,,Chattisgarh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1506,GONC8,,,Gond,Central_India_mix,,Chattisgarh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1507,CHEND85,,,Chenchus,Chenchus,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1508,CHEND90,,,Chenchus,Chenchus,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1509,CHEND95,,,Chenchus,Chenchus,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1510,CHEND96,,,Chenchus,Chenchus,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1511,A311,,,Lambadi,Lambadi,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,650k,,
1512,VELZ260,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1513,VELZ264,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1514,VELZ265,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1515,VELZ267,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1516,VELZ271,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1517,VELZ272,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1518,VELZ274,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1519,VELZ275,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1520,VELZ277,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1521,VELZ281,,,Velmas,Velmas,,Andhra Pradesh,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1522,HLKP241,,,Halakipikki,Halakipikki,,Karnataka,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1523,HLKP243,,,Halakipikki,Halakipikki,,Karnataka,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1524,HLKP245,identical to 245,,Halakipikki,Halakipikki,,Karnataka,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1525,HLKP252,,,Halakipikki,Halakipikki,,Karnataka,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1526,KNTK385,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1527,KNTK388,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1528,KNTK390,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1529,KNTK392,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1530,KNTK394,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1531,KNTK397,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1532,KNTK400,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1533,KNTK408,,,North_Kannadi,North_Kannadi,,Karnataka,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1534,Indian_Jew_1,,,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2010,610k,,
1535,Indian_Jew_2,,,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2010,610k,,
1536,Indian_Jew_3,,,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2010,610k,,
1537,Indian_Jew_4,,,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2010,610k,,
1538,GRC12118096,,Israel11,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2013 Khazar,730K,,
1539,GRC12118091,,Israel18,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2013 Khazar,730K,,
1540,GRC12118111,,Israel37,Cochin_Jews,Jews,,Kerala,India,,South Asia,,,,Behar et al 2013 Khazar,730K,,
1541,A382,,,Malayan,Malayan,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,650k,,
1542,MLYA383,,,Malayan,Malayan,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1543,D36,,,Paniya,Paniya,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,650k,,
1544,PNYD1,,,Paniya,Paniya,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1545,PNYD3,,,Paniya,Paniya,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1546,PNYD9,,,Paniya,Paniya,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1547,SAKD60,,,Sakilli,Sakilli,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1548,SAKD64,,,Sakilli,Sakilli,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1549,SAKD72,,,Sakilli,Sakilli,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1550,SAKD75,,,Sakilli,Sakilli,,Kerala,India,,South Asia,Dravidian,,,Behar et al 2010,610k,,
1551,KUR1,,,Kurumba,Kurumba,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1552,KUR2,,,Kurumba,Kurumba,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1553,KUR3,,,Kurumba,Kurumba,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1554,KUR4,,,Kurumba,Kurumba,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1555,TN18,,,TN_Low_Caste,TN_Low_Caste,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1556,TN26,,,TN_Low_Caste,TN_Low_Caste,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1557,PK6415,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1558,PK6422,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1559,PK6442,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1560,PK6458,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1561,PK6459,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1562,PK6468,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1563,PK6490,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1564,PK6491,,,Piramalai_Kallars,Piramalai_Kallars,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1565,PULD151,,,Pulliyar,Pulliyar,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1566,PULD160,,,Pulliyar,Pulliyar,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1567,PULD162,,,Pulliyar,Pulliyar,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1568,PULD171,,,Pulliyar,Pulliyar,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1569,PULD172,,,Pulliyar,Pulliyar,,Tamil Nadu,India,,South Asia,Dravidian,,,Metspalu_et_al_2011,610k,,
1570,226,,,Asur,Munda_north,north,Jharkhand,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,650k,,
1571,ASUR350,,,Asur,Munda_north,north,Jharkhand,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,610k,,
1572,480,,,Ho,Munda_north,north,Jharkhand,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,650k,,
1573,HO434,,,Ho,Munda_north,north,BIHAR,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,610k,,
1574,HO438,,,Ho,Munda_north,north,BIHAR,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,610k,,
1575,HO446,,,Ho,Munda_north,north,BIHAR,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,610k,,
1576,HO470,,,Ho,Munda_north,north,BIHAR,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,610k,,
1577,Mawasi1,,,Mawasi,Munda_north,north,Chattisgarh,India,,South Asia,Austroasiatic/Munda/North,,,Metspalu_et_al_2011,650k,,
1578,G22,,,Santhal,Munda_north,north,Jharkhand,India,,South Asia,Austroasiatic/Munda/North,,,Chaubey 2010,650k,,
1579,ORI34,,,Bonda,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,650k,,
1580,ORI35,,,Bonda,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1581,ORI36,,,Bonda,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1582,ORI37,,,Bonda,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1583,ORI88,,,Gadaba,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,650k,,
1584,A41,,,Juang,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,650k,,
1585,JUANA48,,,Juang,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1586,KH1,,,Kharia,Munda_south,south,Chattisgarh,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1587,KH15,,,Kharia,Munda_south,south,Chattisgarh,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,650k,,
1588,ORI93,,,Savara,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,650k,,
1589,SAVOR105,,,Savara,Munda_south,south,Orissa,India,,South Asia,Austroasiatic/Munda/South,,,Chaubey 2010,610k,,
1590,KHL4,,,Khasi,Khasi,Lyngam,Magalaya,India,,South Asia,Austroasiatic/Mon-Khmer,,,Chaubey 2010,610k,,
1591,KHP3,,,Khasi,Khasi,Pnar,Magalaya,India,,South Asia,Austroasiatic/Mon-Khmer,,,Chaubey 2010,610k,,
1592,KHP4,,,Khasi,Khasi,Pnar,Magalaya,India,,South Asia,Austroasiatic/Mon-Khmer,,,Chaubey 2010,610k,,
1593,GA1,,,Garo,Garo,,Magalaya,India,,South Asia,Tibeto-Burman,,,Chaubey 2010,650k,,
1594,GA13,,,Garo,Garo,,Magalaya,India,,South Asia,Tibeto-Burman,,,Chaubey 2010,650k,,
1595,GA23,,,Garo,Garo,,Magalaya,India,,South Asia,Tibeto-Burman,,,Chaubey 2010,610k,,
1596,GA24,,,Garo,Garo,,Magalaya,India,,South Asia,Tibeto-Burman,,,Chaubey 2010,610k,,
1597,NAG129,,,Naga,Naga,,Nagaland,India,,South Asia,Tibeto-Burman,,,Metspalu_et_al_2011,610k,,
1598,NAG131,,,Naga,Naga,,Nagaland,India,,South Asia,Tibeto-Burman,,,Metspalu_et_al_2011,610k,,
1599,NAG133,,,Naga,Naga,,Nagaland,India,,South Asia,Tibeto-Burman,,,Metspalu_et_al_2011,610k,,
1600,NAG134,,,Naga,Naga,,Nagaland,India,,South Asia,Tibeto-Burman,,,Metspalu_et_al_2011,610k,,
1601,NIH1,,,Nihali,Nihali,,Maharastra,India,,South Asia,LINGUISTIC ISOLATE,,,Metspalu_et_al_2011,610k,,
1602,NIH2,,,Nihali,Nihali,,Maharastra,India,,South Asia,LINGUISTIC ISOLATE,,,Metspalu_et_al_2011,610k,,
1603,Kusunda01B,,,Kusundas,Kusundas,western Nepal,,Nepal,,South Asia,isolate,,,Rasmussen 2011,660k,,
1604,Kusunda02B,,,Kusundas,Kusundas,western Nepal,,Nepal,,South Asia,isolate,,,Rasmussen 2011,660k,,
1605,Kusunda03B,,,Kusundas,Kusundas,western Nepal,,Nepal,,South Asia,isolate,,,Rasmussen 2011,660k,,
1606,Kusunda04B,,,Kusundas,Kusundas,western Nepal,,Nepal,,South Asia,isolate,,,Rasmussen 2011,660k,,
1607,Kusunda05B,,,Kusundas,Kusundas,western Nepal,,Nepal,,South Asia,isolate,,,Rasmussen 2011,660k,,
